Model,Train MSE,Test MSE,Train MAE,Test MAE,Train R2,Test R2
LinearRegression,1.4450810365505575,43.170280542937945,0.29016386604131417,3.1989578578836273,0.9974447749616457,0.9232814399352208
Lasso,493.04976010271633,491.37736791257674,18.335955214122084,18.274782614478713,0.12817824031769742,0.12676582962718486
Ridge,8.181186382401313,42.18647412587774,1.8059009856735755,3.989238249466939,0.9855338408303695,0.925029777234634
